295	500
217	464
172	388
162	322
163	229
181	139
237	100
360	106
401	181
419	258
417	326
402	396
368	457
134	347
120	282
142	246
136	181
162	86
242	23
335	30
419	82
436	172
435	240
453	314
440	365
235	247
346	250
195	230
232	211
270	225
321	230
356	218
389	232
296	232
265	328
298	338
328	328
239	400
300	380
351	394
264	404
301	411
336	406
