309	506
217	464
172	388
162	322
163	229
186	142
234	100
360	111
437	173
451	253
454	326
438	396
396	467
150	367
135	302
149	264
144	156
183	80
257	25
364	25
435	79
473	160
470	241
476	281
458	368
240	259
378	260
189	247
232	222
275	235
330	241
389	225
431	251
306	232
275	341
313	348
347	341
260	408
310	387
360	407
275	418
309	426
345	417
