272	516
173	476
146	385
127	296
118	189
151	123
224	88
349	68
437	128
475	217
464	314
424	412
366	490
120	362
89	456
55	296
72	177
181	77
244	43
338	32
510	98
522	159
569	256
528	439
498	307
182	213
371	211
150	190
202	148
248	182
316	187
360	158
422	197
266	257
200	409
254	448
309	407
207	483
266	468
310	482
240	495
271	488
294	485
